MAH organisation name,Product Authorisation country
NOVATIN LIMITED,Croatia
FARMOZ SOCIEDADE TECNICO MEDICINAL S.A.,Portugal
FARMOZ SOCIEDADE TECNICO MEDICINAL S.A.,Portugal
FARMOZ SOCIEDADE TECNICO MEDICINAL S.A.,Portugal
FARMOZ SOCIEDADE TECNICO MEDICINAL S.A.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Denmark
GLENMARK PHARMACEUTICALS EUROPE LIMITED,United Kingdom (Northern Ireland)
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
SANDOZ GMBH,Austria
SANDOZ S.P.A.,Italy
TOWA PHARMACEUTICAL EUROPE S.L.,France
TOWA PHARMACEUTICAL EUROPE S.L.,France
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GENERICON PHARMA GES.M.B.H.,Croatia
GENERICON PHARMA GES.M.B.H.,Croatia
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
ADAMED PHARMA S.A.,Latvia
STADA ARZNEIMITTEL AG,Poland
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Portugal
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Portugal
TOWA PHARMACEUTICAL S.P.A.,Italy
TOWA PHARMACEUTICAL S.P.A.,Italy
TOWA PHARMACEUTICAL S.P.A.,Italy
TOWA PHARMACEUTICAL S.P.A.,Italy
TOWA PHARMACEUTICAL S.P.A.,Italy
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Latvia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Iceland
STADA ARZNEIMITTEL GMBH,Austria
TOWA PHARMACEUTICAL EUROPE S.L.,Netherlands
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,Spain
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
GEDEON RICHTER ROMANIA S.A.,Romania
SANDOZ A/S,Iceland
STADA ARZNEIMITTEL AG,Czechia
CLONMEL HEALTHCARE LIMITED,Malta
GENUS PHARMACEUTICALS LIMITED,United Kingdom (Northern Ireland)
NOVATIN LIMITED,Croatia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
VIATRIS LIMITED,Iceland
1 A PHARMA GMBH,Germany
STADA ARZNEIMITTEL AG,Malta
SANDOZ GMBH,Austria
STADA ARZNEIMITTEL AG,Malta
SANDOZ PHARMACEUTICALS D.D.,Greece
SANDOZ PHARMACEUTICALS D.D.,Latvia
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
TAD PHARMA GMBH,Cyprus
VIATRIS LIMITED,Estonia
VIATRIS LIMITED,Croatia
GLENMARK ARZNEIMITTEL GMBH,Sweden
STADA ARZNEIMITTEL AG,Latvia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Norway
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Norway
VIATRIS LIMITED,Estonia
DEMO S.A. PHARMACEUTICAL INDUSTRY,Greece
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
STADA ARZNEIMITTEL AG,Finland
STADA ARZNEIMITTEL AG,Finland
CENTRAFARM B.V.,Netherlands
TAD PHARMA GMBH,Estonia
TAD PHARMA GMBH,Estonia
ZENTIVA K.S.,Malta
ZENTIVA FRANCE,France
ZENTIVA FRANCE,France
ZENTIVA FRANCE,France
ZENTIVA FRANCE,France
ZENTIVA FRANCE,France
SANDOZ PHARMACEUTICALS D.D.,Estonia
SANDOZ B.V.,Netherlands
SANDOZ B.V.,Netherlands
STADA LDA.,Portugal
STADA LDA.,Portugal
STADA LDA.,Portugal
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Ireland
SANDOZ GMBH,Austria
POLFARMEX S.A.,Poland
TAD PHARMA GMBH,Estonia
VIATRIS SANTE,France
GALENICUM HEALTH S.L.U.,France
ALIUD PHARMA GMBH,Austria
LABORATORIO STADA S.L.,Spain
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TAD PHARMA GMBH,Slovenia
TOWA PHARMACEUTICAL EUROPE S.L.,Iceland
SANDOZ A/S,Finland
VIATRIS LIMITED,Norway
BILLEV PHARMA APS,Latvia
TOWA PHARMACEUTICAL EUROPE S.L.,Norway
TOWA PHARMACEUTICAL EUROPE S.L.,Netherlands
POLFARMEX S.A.,Poland
STADA ARZNEIMITTEL AG,Czechia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
ORION CORPORATION,Sweden
STADA ARZNEIMITTEL AG,Netherlands
STADA ARZNEIMITTEL AG,Sweden
STADA ARZNEIMITTEL AG,Netherlands
VIATRIS LIMITED,Slovakia
HCS,Austria
HCS,Austria
GLENMARK ARZNEIMITTEL GMBH,Germany
LABORATORIOS CINFA S.A.,Spain
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
VIATRIS LIMITED,Romania
TAD PHARMA GMBH,Latvia
ALIUD PHARMA GMBH,Austria
GALENICUM HEALTH S.L.U.,Malta
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
GALENICUM HEALTH S.L.U.,Malta
GLENMARK ARZNEIMITTEL GMBH,Germany
STADA ARZNEIMITTEL AG,Lithuania
STADA ARZNEIMITTEL AG,Lithuania
STADA ARZNEIMITTEL AG,Lithuania
STADA ARZNEIMITTEL AG,Lithuania
STADA ARZNEIMITTEL AG,Lithuania
LABORATOIRES ALTER,France
ORION CORPORATION,Norway
GLENMARK ARZNEIMITTEL GMBH,Sweden
ZENTIVA K.S.,Norway
ALTER S.A.,Portugal
ALTER S.A.,Portugal
1 A PHARMA GMBH,Germany
ALTER S.A.,Portugal
ALTER S.A.,Portugal
VI.REL PHARMA S.R.L.,Italy
VI.REL PHARMA S.R.L.,Italy
VI.REL PHARMA S.R.L.,Italy
PHARMAKERN PORTUGAL PRODUTOS FARMACEUTICOS SOCIEDADE UNIPESSOAL LDA.,Portugal
PHARMAKERN PORTUGAL PRODUTOS FARMACEUTICOS SOCIEDADE UNIPESSOAL LDA.,Portugal
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
ACCORD HEALTHCARE S.L.U.,Liechtenstein
VIATRIS LIMITED,Latvia
LABORATORIO STADA S.L.,Spain
SANDOZ A/S,Finland
WIN MEDICA PHARMACEUTICAL A.E.,Cyprus
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
PTR PHARMA CONSULTING UNIPESSOAL LDA.,Spain
RANBAXY (POLAND) SP. Z O.O.,Poland
GLENMARK ARZNEIMITTEL GMBH,Sweden
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,France
HEXAL PHARMA GMBH,Austria
VIATRIS LIMITED,Spain
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Liechtenstein
CENTRAFARM B.V.,Netherlands
ORION CORPORATION,Denmark
SANDOZ PHARMACEUTICALS D.D.,Lithuania
STADA ARZNEIMITTEL AG,Malta
VIATRIS LIMITED,Slovakia
STADA ARZNEIMITTEL GMBH,Austria
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
SANDOZ HUNGARIA KFT.,Hungary
STADA ARZNEIMITTEL AG,Latvia
VIATRIS LIMITED,Croatia
DOC GENERICI S.R.L.,Italy
DOC GENERICI S.R.L.,Italy
VIATRIS LIMITED,Portugal
VIATRIS LIMITED,Portugal
VIATRIS LIMITED,Sweden
VIATRIS LIMITED,Portugal
TAD PHARMA GMBH,Czechia
FARMAK INTERNATIONAL SP. Z O.O.,Poland
FARMAK INTERNATIONAL SP. Z O.O.,Poland
FARMAK INTERNATIONAL SP. Z O.O.,Poland
FARMAK INTERNATIONAL SP. Z O.O.,Poland
FARMAK INTERNATIONAL SP. Z O.O.,Poland
VIATRIS LIMITED,Czechia
SANDOZ POLSKA SP. Z O.O.,Poland
ZENTIVA K.S.,Malta
STADA ARZNEIMITTEL AG,Malta
TOWA PHARMACEUTICAL EUROPE S.L.,Germany
ZENTIVA K.S.,Malta
ORION CORPORATION,Sweden
STADA ARZNEIMITTEL AG,Finland
SANDOZ PHARMACEUTICALS D.D.,Bulgaria
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
GENUS PHARMACEUTICALS LIMITED,United Kingdom (Northern Ireland)
SANDOZ A/S,Norway
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
HCS,Italy
SANDOZ FARMACEUTICA LDA.,Portugal
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Greece
SANDOZ PHARMACEUTICALS D.D.,Bulgaria
+PHARMA ARZNEIMITTEL GMBH,Czechia
SANDOZ PHARMACEUTICALS D.D.,Slovakia
STADA ARZNEIMITTEL AG,Poland
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
HCS,Slovenia
SANDOZ B.V.,Netherlands
SANDOZ B.V.,Netherlands
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovenia
1 A PHARMA GMBH,Netherlands
1 A PHARMA GMBH,Netherlands
SANDOZ GMBH,Austria
G.L. PHARMA GMBH,Slovakia
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Lithuania
TAD PHARMA GMBH,Portugal
TAD PHARMA GMBH,Portugal
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
LABORATORIOS AZEVEDOS INDUSTRIA FARMACEUTICA S.A.,Portugal
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
VI.REL PHARMA S.R.L.,Italy
NOVATIN LIMITED,Malta
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
GENERICON PHARMA GES.M.B.H.,Austria
GENERICON PHARMA GES.M.B.H.,Austria
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Estonia
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
VIATRIS LIMITED,Finland
VIATRIS LIMITED,Finland
VIATRIS LIMITED,Finland
VIATRIS LIMITED,Finland
E G LABO LABORATOIRES EUROGENERICS,France
VIATRIS LIMITED,Spain
GALENICUM HEALTH S.L.U.,Malta
E G LABO LABORATOIRES EUROGENERICS,France
ZENTIVA K.S.,Poland
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
ZENTIVA K.S.,Romania
GEDEON RICHTER PLC.,Czechia
SANDOZ FARMACEUTICA S.A.,Spain
ALTER S.A.,Portugal
ALTER S.A.,Portugal
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
ORION CORPORATION,Finland
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
BLUEPHARMA GENERICOS COMERCIO DE MEDICAMENTOS S.A.,Portugal
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
SANDOZ PHARMACEUTICALS D.D.,Lithuania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Poland
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Romania
TOWA PHARMACEUTICAL EUROPE S.L.,Sweden
VIATRIS LIMITED,Sweden
GENERICON PHARMA GES.M.B.H.,Croatia
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
GEDEON RICHTER PLC.,Hungary
SANDOZ D.O.O.,Croatia
TOWA PHARMACEUTICAL S.A.,Spain
G.L. PHARMA GMBH,Austria
GLENMARK PHARMACEUTICALS S.R.O.,Slovakia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
GALENICUM HEALTH S.L.U.,France
TOWA PHARMACEUTICAL EUROPE S.L.,Iceland
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
ZENTIVA K.S.,Romania
TAD PHARMA GMBH,Poland
BIOFARM SP. Z O.O.,Poland
+PHARMA ARZNEIMITTEL GMBH,Czechia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Liechtenstein
INNOVIS PHARMA S.A.,Greece
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Liechtenstein
PTR PHARMA CONSULTING UNIPESSOAL LDA.,Spain
ZENTIVA K.S.,Malta
ZENTIVA K.S.,Malta
KERN PHARMA S.L.,Spain
ALTER S.A.,Portugal
ALTER S.A.,Portugal
G.L. PHARMA GMBH,Bulgaria
SANDOZ A/S,Norway
G.L. PHARMA GMBH,Bulgaria
GENERICON PHARMA GES.M.B.H.,Austria
DOC GENERICI S.R.L.,Malta
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Ireland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
ACCORD HEALTHCARE S.L.U.,Iceland
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
DEMO S.A. PHARMACEUTICAL INDUSTRY,Malta
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Slovakia
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
SANDOZ,France
TOWA PHARMACEUTICAL S.A.,Spain
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
EG S.P.A.,Italy
EG S.P.A.,Italy
EG S.P.A.,Italy
EG S.P.A.,Italy
EG S.P.A.,Italy
E G LABO LABORATOIRES EUROGENERICS,France
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Iceland
SANDOZ D.O.O.,Croatia
STADA ARZNEIMITTEL AG,Malta
SANDOZ A/S,Denmark
SANDOZ A/S,Iceland
SANDOZ A/S,Sweden
KRKA TOVARNA ZDRAVIL D.D. NOVO MESTO,Greece
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
SANDOZ PHARMACEUTICALS D.D.,Slovenia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
LABORATOIRES ALTER,France
HEXAL PHARMA GMBH,Austria
STADA LDA.,Portugal
STADA LDA.,Portugal
STADA LDA.,Portugal
STADA LDA.,Portugal
STADA LDA.,Portugal
VIATRIS LIMITED,Latvia
BILLEV PHARMA APS,Latvia
BIOFARM SP. Z O.O.,Poland
ORION CORPORATION,Denmark
GALENICUM HEALTH S.L.U.,Malta
LABORATORIOS CINFA S.A.,Spain
VIATRIS LIMITED,Norway
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
VIATRIS LIMITED,Lithuania
ZENTIVA K.S.,Croatia
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Norway
BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Iceland
GENUS PHARMACEUTICALS LIMITED,United Kingdom (Northern Ireland)
PHARMAKERN PORTUGAL PRODUTOS FARMACEUTICOS SOCIEDADE UNIPESSOAL LDA.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
TOWA PHARMACEUTICAL EUROPE S.L.,Portugal
ZENTIVA K.S.,Sweden
ZENTIVA K.S.,Croatia
CLONMEL HEALTHCARE LIMITED,Malta
STADA D.O.O.,Croatia
VIATRIS LIMITED,Malta
SANDOZ S.R.O.,Czechia
ALTER S.A.,Portugal
ALTER S.A.,Portugal
TAD PHARMA GMBH,Czechia
KERN PHARMA S.L.,Spain
SANDOZ PHARMACEUTICALS D.D.,Latvia
DEMO S.A. PHARMACEUTICAL INDUSTRY,Malta
GALENICUM HEALTH S.L.U.,Malta
TOWA PHARMACEUTICAL EUROPE S.L.,Germany
SANDOZ PHARMACEUTICALS D.D.,Greece
GALENICUM HEALTH S.L.U.,Malta
PHARMAKERN PORTUGAL PRODUTOS FARMACEUTICOS SOCIEDADE UNIPESSOAL LDA.,Portugal
MEDA PHARMA S.L.,Spain
CHEPLAPHARM ARZNEIMITTEL GMBH,Poland
